部門コード,部門名,勘定科目コード,勘定科目名,補助科目コード,補助科目名,前残,借方金額,貸方金額,残高
1402,辰野支店商品,501,商品売上高,9102,ｵﾘﾝﾊﾟｽｵﾌﾟﾄﾃｸﾉﾛ,155556,0,0,155556
1402,辰野支店商品,501,商品売上高,9121,ｵﾘﾝﾊﾟｽ労働組合,49510,0,4550,54060
1402,辰野支店商品,501,商品売上高,9999,OSS その他,216035,0,11125,227160
1402,辰野支店商品,501,商品売上高,,合計,23103372,9148,3488684,26582908
1402,辰野支店商品,501,商品売上高,,差額(科目 - 合計),,,,0
1402,辰野支店商品,506,物品販売手数料,2612,扇屋石油,170874,0,22962,193836
1402,辰野支店商品,506,物品販売手数料,2614,吉田石油店,253176,0,39519,292695
1402,辰野支店商品,506,物品販売手数料,2651,西日本宇佐美,468137,0,72771,540908
1402,辰野支店商品,506,物品販売手数料,2677,ｼﾞｬﾊﾟﾝﾋﾞﾊﾞﾚｯｼﾞ,2032218,0,395509,2427727
1402,辰野支店商品,506,物品販売手数料,2715,ｱﾍﾟｯｸｽ,137030,0,20990,158020
1402,辰野支店商品,506,物品販売手数料,2776,ﾀﾞｲﾄﾞｰﾄﾞﾘﾝｺ,118552,0,23111,141663
1402,辰野支店商品,506,物品販売手数料,2785,ﾍﾞﾈﾌﾚｯｸｽ,293147,0,53151,346298
1402,辰野支店商品,506,物品販売手数料,2838,伊勢良,125255,0,20469,145724
1402,辰野支店商品,506,物品販売手数料,2843,ｲﾀｸﾆ,87104,0,14066,101170
1402,辰野支店商品,506,物品販売手数料,2856,ｻﾝﾄﾘｰﾋﾞﾊﾞﾚｯｼﾞ,340815,0,71666,412481
1402,辰野支店商品,506,物品販売手数料,2861,豊島屋,69805,0,10517,80322
1402,辰野支店商品,506,物品販売手数料,2862,ﾄﾗｯﾄﾘｱ･ﾌｫﾙﾂｱ,10611,0,3556,14167
1402,辰野支店商品,506,物品販売手数料,9999,OSS その他,12338,0,455,12793
1402,辰野支店商品,506,物品販売手数料,,合計,4119062,0,748742,4867804
1402,辰野支店商品,506,物品販売手数料,,差額(科目 - 合計),,,,0
1402,辰野支店商品,515,業務委託売上,9049,長野ｵﾘﾝﾊﾟｽ,11037,0,0,11037
1402,辰野支店商品,515,業務委託売上,,合計,11037,0,0,11037
1402,辰野支店商品,515,業務委託売上,,差額(科目 - 合計),,,,0
1404,辰野支店清掃,513,清掃売上,9049,長野ｵﾘﾝﾊﾟｽ,271681,0,28000,299681
1404,辰野支店清掃,513,清掃売上,9101,ｵﾘﾝﾊﾟｽ,17348092,0,2953300,20301392
1404,辰野支店清掃,513,清掃売上,,合計,17619773,0,2981300,20601073
1404,辰野支店清掃,513,清掃売上,,差額(科目 - 合計),,,,0
1405,辰野支店業務委託,515,業務委託売上,9040,ｵﾘﾝﾊﾟｽｻﾎﾟｰﾄﾒｲﾄ,0,0,29018,29018
1405,辰野支店業務委託,515,業務委託売上,9049,長野ｵﾘﾝﾊﾟｽ,11294203,23019,1732806,13003990
1405,辰野支店業務委託,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,45897022,289000,7714030,53322052
1405,辰野支店業務委託,515,業務委託売上,9103,会津ｵﾘﾝﾊﾟｽ,557482,0,0,557482
1405,辰野支店業務委託,515,業務委託売上,9104,白河ｵﾘﾝﾊﾟｽ,66056,0,65509,131565
1405,辰野支店業務委託,515,業務委託売上,9121,ｵﾘﾝﾊﾟｽ労働組合,391093,0,29018,420111
1405,辰野支店業務委託,515,業務委託売上,9999,OSS その他,311305,0,65927,377232
1405,辰野支店業務委託,515,業務委託売上,,合計,58517161,312019,9636308,67841450
1405,辰野支店業務委託,515,業務委託売上,,差額(科目 - 合計),,,,0
1406,辰野支店派遣,517,派遣売上,5050,概算計上,2339529,0,0,2339529
1406,辰野支店派遣,517,派遣売上,9049,長野ｵﾘﾝﾊﾟｽ,10075953,0,2761372,12837325
1406,辰野支店派遣,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,21781442,0,3347225,25128667
1406,辰野支店派遣,517,派遣売上,9999,OSS その他,-2184510,0,0,-2184510
1406,辰野支店派遣,517,派遣売上,,合計,32012414,0,6108597,38121011
1406,辰野支店派遣,517,派遣売上,,差額(科目 - 合計),,,,0
1602,会津支店商品,501,商品売上高,5005,映像製品,936154,0,152351,1088505
1602,会津支店商品,501,商品売上高,5006,販売会,359491,0,0,359491
1602,会津支店商品,501,商品売上高,5009,映像製品(修理),33222,0,0,33222
1602,会津支店商品,501,商品売上高,5011,映像製品(ｷｬﾝﾍﾟ,382619,43333,31636,370922
1602,会津支店商品,501,商品売上高,5050,概算計上,46346,46346,0,0
1602,会津支店商品,501,商品売上高,5051,PBﾎﾞﾄﾙ,41843,0,0,41843
1602,会津支店商品,501,商品売上高,5053,慶弔袋,3064,0,73,3137
1602,会津支店商品,501,商品売上高,5056,什器備品,4028133,0,314579,4342712
1602,会津支店商品,501,商品売上高,5057,その他販売,82567,0,2184,84751
1602,会津支店商品,501,商品売上高,9040,ｵﾘﾝﾊﾟｽｻﾎﾟｰﾄﾒｲﾄ,68143,0,543,68686
1602,会津支店商品,501,商品売上高,9101,ｵﾘﾝﾊﾟｽ,254660,0,0,254660
1602,会津支店商品,501,商品売上高,9103,会津ｵﾘﾝﾊﾟｽ,13111600,14420,1767072,14864252
1602,会津支店商品,501,商品売上高,9999,OSS その他,281,0,0,281
1602,会津支店商品,501,商品売上高,,合計,19348123,104099,2268438,21512462
1602,会津支店商品,501,商品売上高,,差額(科目 - 合計),,,,0
1602,会津支店商品,506,物品販売手数料,1482,FVｼﾞｬﾊﾟﾝ,3164864,0,481032,3645896
1602,会津支店商品,506,物品販売手数料,1848,小川園茶舗,4331,0,0,4331
1602,会津支店商品,506,物品販売手数料,4053,うめや商店,48442,0,0,48442
1602,会津支店商品,506,物品販売手数料,4300,ﾊﾀｺｰﾎﾟﾚｰｼｮﾝ,196,0,0,196
1602,会津支店商品,506,物品販売手数料,4316,ｻﾝﾄﾘｰﾋﾞﾊﾞﾚｯｼﾞ,91368,0,19149,110517
1602,会津支店商品,506,物品販売手数料,4365,ﾜﾀｼｮｳ,144545,0,20552,165097
1602,会津支店商品,506,物品販売手数料,4414,うめや商店,50353,0,21215,71568
1602,会津支店商品,506,物品販売手数料,,合計,3504099,0,541948,4046047
1602,会津支店商品,506,物品販売手数料,,差額(科目 - 合計),,,,0
1604,会津支店清掃,513,清掃売上,9103,会津ｵﾘﾝﾊﾟｽ,26916608,0,3962932,30879540
1604,会津支店清掃,513,清掃売上,,合計,26916608,0,3962932,30879540
1604,会津支店清掃,513,清掃売上,,差額(科目 - 合計),,,,0
1604,会津支店清掃,515,業務委託売上,9999,OSS その他,0,0,29000,29000
1604,会津支店清掃,515,業務委託売上,,合計,0,0,29000,29000
1604,会津支店清掃,515,業務委託売上,,差額(科目 - 合計),,,,0
1605,会津支店業務委託,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,202140,0,6000,208140
1605,会津支店業務委託,515,業務委託売上,9103,会津ｵﾘﾝﾊﾟｽ,17403331,0,2807569,20210900
1605,会津支店業務委託,515,業務委託売上,9999,OSS その他,280000,0,0,280000
1605,会津支店業務委託,515,業務委託売上,,合計,17885471,0,2813569,20699040
1605,会津支店業務委託,515,業務委託売上,,差額(科目 - 合計),,,,0
1607,会津支店保険,507,保険手数料,4065,自動車(会津),2505000,0,390000,2895000
1607,会津支店保険,507,保険手数料,4069,がん(会津),650000,0,100000,750000
1607,会津支店保険,507,保険手数料,4072,傷害（会津）,715000,0,140000,855000
1607,会津支店保険,507,保険手数料,,合計,3870000,0,630000,4500000
1607,会津支店保険,507,保険手数料,,差額(科目 - 合計),,,,0
1610,会津(派遣)②,517,派遣売上,5050,概算計上,12245612,0,0,12245612
1610,会津(派遣)②,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,1257836,0,175621,1433457
1610,会津(派遣)②,517,派遣売上,9103,会津ｵﾘﾝﾊﾟｽ,138208009,0,21302397,159510406
1610,会津(派遣)②,517,派遣売上,,合計,151711457,0,21478018,173189475
1610,会津(派遣)②,517,派遣売上,,差額(科目 - 合計),,,,0
1802,白河支店商品,501,商品売上高,5005,映像製品,612056,0,0,612056
1802,白河支店商品,501,商品売上高,5006,販売会,132963,0,0,132963
1802,白河支店商品,501,商品売上高,5022,ﾒﾘｰﾁｮｺﾚｰﾄ,0,0,41737,41737
1802,白河支店商品,501,商品売上高,5044,森永菓子,176657,0,0,176657
1802,白河支店商品,501,商品売上高,5056,什器備品,3150470,0,2896056,6046526
1802,白河支店商品,501,商品売上高,5057,その他販売,43936,0,0,43936
1802,白河支店商品,501,商品売上高,5058,丸大食品,8000,0,0,8000
1802,白河支店商品,501,商品売上高,5059,伊藤ﾊﾑ販売,8675,0,0,8675
1802,白河支店商品,501,商品売上高,9049,長野ｵﾘﾝﾊﾟｽ,30600,0,0,30600
1802,白河支店商品,501,商品売上高,9101,ｵﾘﾝﾊﾟｽ,4863658,0,1334581,6198239
1802,白河支店商品,501,商品売上高,9104,白河ｵﾘﾝﾊﾟｽ,2719727,0,642963,3362690
1802,白河支店商品,501,商品売上高,,合計,11746742,0,4915337,16662079
1802,白河支店商品,501,商品売上高,,差額(科目 - 合計),,,,0
1802,白河支店商品,506,物品販売手数料,1482,FVｼﾞｬﾊﾟﾝ,145235,0,28019,173254
1802,白河支店商品,506,物品販売手数料,4711,藤田燃料,46965,0,0,46965
1802,白河支店商品,506,物品販売手数料,4770,ﾅｼｮﾅﾙﾍﾞﾝﾃﾞｨﾝｸﾞ,150605,0,39087,189692
1802,白河支店商品,506,物品販売手数料,4799,白河商事,15496,0,2731,18227
1802,白河支店商品,506,物品販売手数料,4806,郡山ﾔｸﾙﾄ販売㈱,414188,0,69994,484182
1802,白河支店商品,506,物品販売手数料,4873,吉田石油,10345,0,1611,11956
1802,白河支店商品,506,物品販売手数料,9999,OSS その他,0,0,3000,3000
1802,白河支店商品,506,物品販売手数料,,合計,782834,0,144442,927276
1802,白河支店商品,506,物品販売手数料,,差額(科目 - 合計),,,,0
1804,白河支店清掃,513,清掃売上,9101,ｵﾘﾝﾊﾟｽ,19583484,0,3337469,22920953
1804,白河支店清掃,513,清掃売上,9104,白河ｵﾘﾝﾊﾟｽ,3064437,0,364250,3428687
1804,白河支店清掃,513,清掃売上,,合計,22647921,0,3701719,26349640
1804,白河支店清掃,513,清掃売上,,差額(科目 - 合計),,,,0
1805,白河支店業務委託,514,仲介手数料,4712,三友不動産,75000,0,0,75000
1805,白河支店業務委託,514,仲介手数料,4713,丸昌賃貸ｾﾝﾀｰ,126500,0,0,126500
1805,白河支店業務委託,514,仲介手数料,4714,東信不動産,9259,0,0,9259
1805,白河支店業務委託,514,仲介手数料,9999,OSS その他,96408,0,0,96408
1805,白河支店業務委託,514,仲介手数料,,合計,307167,0,0,307167
1805,白河支店業務委託,514,仲介手数料,,差額(科目 - 合計),,,,0
1805,白河支店業務委託,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,9903918,0,1693364,11597282
1805,白河支店業務委託,515,業務委託売上,9104,白河ｵﾘﾝﾊﾟｽ,519031,0,58934,577965
1805,白河支店業務委託,515,業務委託売上,9999,OSS その他,654,0,1909,2563
1805,白河支店業務委託,515,業務委託売上,,合計,10423603,0,1754207,12177810
1805,白河支店業務委託,515,業務委託売上,,差額(科目 - 合計),,,,0
1806,白河支店派遣,517,派遣売上,5050,概算計上,3734259,0,0,3734259
1806,白河支店派遣,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,11008409,0,2335834,13344243
1806,白河支店派遣,517,派遣売上,9104,白河ｵﾘﾝﾊﾟｽ,27792491,0,6578560,34371051
1806,白河支店派遣,517,派遣売上,9999,OSS その他,-3850000,0,0,-3850000
1806,白河支店派遣,517,派遣売上,,合計,38685159,0,8914394,47599553
1806,白河支店派遣,517,派遣売上,,差額(科目 - 合計),,,,0
1807,白河支店保険,507,保険手数料,4765,自動車(白河),1839000,0,292000,2131000
1807,白河支店保険,507,保険手数料,4768,火災(白河),41000,0,0,41000
1807,白河支店保険,507,保険手数料,4769,がん(白河),270000,0,45000,315000
1807,白河支店保険,507,保険手数料,4772,傷害(白河),18000,0,3000,21000
1807,白河支店保険,507,保険手数料,,合計,2168000,0,340000,2508000
1807,白河支店保険,507,保険手数料,,差額(科目 - 合計),,,,0
2122,VFJ-経理,515,業務委託売上,6535,VFSJ,1596000,0,150000,1746000
2122,VFJ-経理,515,業務委託売上,,合計,1596000,0,150000,1746000
2122,VFJ-経理,515,業務委託売上,,差額(科目 - 合計),,,,0
2124,珈琲館,515,業務委託売上,6897,珈琲館,3600000,0,1500000,5100000
2124,珈琲館,515,業務委託売上,,合計,3600000,0,1500000,5100000
2124,珈琲館,515,業務委託売上,,差額(科目 - 合計),,,,0
2125,IQVIA,515,業務委託売上,6977,IQVIAｿﾘｭｰｼｮﾝｽﾞ,6750000,0,1350000,8100000
2125,IQVIA,515,業務委託売上,,合計,6750000,0,1350000,8100000
2125,IQVIA,515,業務委託売上,,差額(科目 - 合計),,,,0
2126,ﾌﾟﾗﾝﾃｯｸｱｿｼｴｲﾂ,515,業務委託売上,6243,㈱ﾌﾟﾗﾝﾃｯｸｱｿｼｴｲ,452000,0,0,452000
2126,ﾌﾟﾗﾝﾃｯｸｱｿｼｴｲﾂ,515,業務委託売上,,合計,452000,0,0,452000
2126,ﾌﾟﾗﾝﾃｯｸｱｿｼｴｲﾂ,515,業務委託売上,,差額(科目 - 合計),,,,0
2127,三井ﾎｰﾑ,515,業務委託売上,6A09,三井ﾎｰﾑﾃﾞｻﾞｲﾝ,3205781,0,555782,3761563
2127,三井ﾎｰﾑ,515,業務委託売上,,合計,3205781,0,555782,3761563
2127,三井ﾎｰﾑ,515,業務委託売上,,差額(科目 - 合計),,,,0
2128,GMOｲﾝﾀｰﾈｯﾄ㈱,515,業務委託売上,6A17,GMOｲﾝﾀｰﾈｯﾄ㈱,1024400,0,213600,1238000
2128,GMOｲﾝﾀｰﾈｯﾄ㈱,515,業務委託売上,,合計,1024400,0,213600,1238000
2128,GMOｲﾝﾀｰﾈｯﾄ㈱,515,業務委託売上,,差額(科目 - 合計),,,,0
2129,家守りﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,6A46,家守りﾎｰﾙﾃﾞｨﾝｸ,0,0,900000,900000
2129,家守りﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,合計,0,0,900000,900000
2129,家守りﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
2130,LNﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,7780,LNﾎｰﾙﾃﾞｨﾝｸﾞｽ,600000,0,180000,780000
2130,LNﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,合計,600000,0,180000,780000
2130,LNﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
2131,e-Mobility Power,515,業務委託売上,7261,e-Mobility Pow,0,0,1293000,1293000
2131,e-Mobility Power,515,業務委託売上,,合計,0,0,1293000,1293000
2131,e-Mobility Power,515,業務委託売上,,差額(科目 - 合計),,,,0
2133,LTJ-経理,515,業務委託売上,6523,㈱ﾘﾝｸ･ｾｵﾘｰ･ｼﾞｬ,1080000,0,180000,1260000
2133,LTJ-経理,515,業務委託売上,,合計,1080000,0,180000,1260000
2133,LTJ-経理,515,業務委託売上,,差額(科目 - 合計),,,,0
2148,ｳｲﾝﾗｲﾄ,515,業務委託売上,6522,㈱ｳｲﾝﾗｲﾄ,1350000,0,225000,1575000
2148,ｳｲﾝﾗｲﾄ,515,業務委託売上,,合計,1350000,0,225000,1575000
2148,ｳｲﾝﾗｲﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
2149,ｻﾝﾜ,515,業務委託売上,6536,ｻﾝﾜﾃｸﾉ㈱,2520000,0,420000,2940000
2149,ｻﾝﾜ,515,業務委託売上,,合計,2520000,0,420000,2940000
2149,ｻﾝﾜ,515,業務委託売上,,差額(科目 - 合計),,,,0
2150,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,6518,㈱ﾗｲﾄｱｯﾌﾟ,228000,0,228000,456000
2150,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,6541,×㈱ﾗｲﾄｱｯﾌﾟ,1140000,0,0,1140000
2150,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,,合計,1368000,0,228000,1596000
2150,ﾗｲﾄｱｯﾌﾟ,515,業務委託売上,,差額(科目 - 合計),,,,0
2151,ｽﾊﾟｲｼｰｿﾌﾄ,515,業務委託売上,6490,ｽﾊﾟｲｼｰｿﾌﾄ㈱,1762087,0,292500,2054587
2151,ｽﾊﾟｲｼｰｿﾌﾄ,515,業務委託売上,,合計,1762087,0,292500,2054587
2151,ｽﾊﾟｲｼｰｿﾌﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
2154,gumi,515,業務委託売上,6670,gumi,384000,0,0,384000
2154,gumi,515,業務委託売上,,合計,384000,0,0,384000
2154,gumi,515,業務委託売上,,差額(科目 - 合計),,,,0
2156,ﾌﾟﾚｽﾗﾎﾞ,515,業務委託売上,6684,ﾌﾟﾚｽﾗﾎﾞ,360000,0,60000,420000
2156,ﾌﾟﾚｽﾗﾎﾞ,515,業務委託売上,,合計,360000,0,60000,420000
2156,ﾌﾟﾚｽﾗﾎﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
2158,建ﾃﾞﾎﾟ,515,業務委託売上,6705,㈱建ﾃﾞﾎﾟ,15556516,0,2595564,18152080
2158,建ﾃﾞﾎﾟ,515,業務委託売上,,合計,15556516,0,2595564,18152080
2158,建ﾃﾞﾎﾟ,515,業務委託売上,,差額(科目 - 合計),,,,0
2160,GMOｱﾄﾞﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,6744,GMOｱﾄﾞﾊﾟｰﾄﾅｰｽﾞ,3264000,0,600000,3864000
2160,GMOｱﾄﾞﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,合計,3264000,0,600000,3864000
2160,GMOｱﾄﾞﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
2161,ｾﾙｼﾞｰﾝ,515,業務委託売上,6768,ｾﾙｼﾞｰﾝ,10132313,0,1587225,11719538
2161,ｾﾙｼﾞｰﾝ,515,業務委託売上,,合計,10132313,0,1587225,11719538
2161,ｾﾙｼﾞｰﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2162,ｸﾘｱｽﾄｰﾝ,515,業務委託売上,6782,ｸﾘｱｽﾄｰﾝ,1227316,0,205476,1432792
2162,ｸﾘｱｽﾄｰﾝ,515,業務委託売上,,合計,1227316,0,205476,1432792
2162,ｸﾘｱｽﾄｰﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2163,ﾜﾝﾀﾞｰ,515,業務委託売上,6625,㈱ﾜﾝﾀﾞｰ,1940430,0,316160,2256590
2163,ﾜﾝﾀﾞｰ,515,業務委託売上,,合計,1940430,0,316160,2256590
2163,ﾜﾝﾀﾞｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
2166,ﾌﾟｼﾞｮｰ,515,業務委託売上,6745,ﾌﾟｼﾞｮｰｼﾄﾛｴﾝｼﾞｬ,126071,0,0,126071
2166,ﾌﾟｼﾞｮｰ,515,業務委託売上,,合計,126071,0,0,126071
2166,ﾌﾟｼﾞｮｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
2168,ｼｸﾞﾅﾙﾄｰｸ,515,業務委託売上,6834,ｼｸﾞﾅﾙﾄｰｸ,1188000,0,198000,1386000
2168,ｼｸﾞﾅﾙﾄｰｸ,515,業務委託売上,,合計,1188000,0,198000,1386000
2168,ｼｸﾞﾅﾙﾄｰｸ,515,業務委託売上,,差額(科目 - 合計),,,,0
2171,ｼｽﾃﾑｽﾃｰｼｮﾝ,515,業務委託売上,6840,ｼｽﾃﾑｽﾃｰｼｮﾝ,2491600,0,514520,3006120
2171,ｼｽﾃﾑｽﾃｰｼｮﾝ,515,業務委託売上,,合計,2491600,0,514520,3006120
2171,ｼｽﾃﾑｽﾃｰｼｮﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2173,ﾎﾞﾙﾎﾞ･ｶｰｼﾞｬﾊﾟﾝ,515,業務委託売上,6828,ﾎﾞﾙﾎﾞ･ｶｰ･ｼﾞｬﾊﾟ,4136000,0,826000,4962000
2173,ﾎﾞﾙﾎﾞ･ｶｰｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,4136000,0,826000,4962000
2173,ﾎﾞﾙﾎﾞ･ｶｰｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2174,ﾌﾟﾘﾓ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,6846,ﾌﾟﾘﾓ･ｼﾞｬﾊﾟﾝ,1058400,0,176400,1234800
2174,ﾌﾟﾘﾓ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,1058400,0,176400,1234800
2174,ﾌﾟﾘﾓ･ｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2177,ﾗｸｽ,515,業務委託売上,6854,ﾗｸｽ,171000,0,89700,260700
2177,ﾗｸｽ,515,業務委託売上,,合計,171000,0,89700,260700
2177,ﾗｸｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
2178,ﾌﾟﾚﾐｱﾓｰﾄﾞ,515,業務委託売上,6855,ﾌﾟﾚﾐｱﾓｰﾄﾞ,576000,0,96000,672000
2178,ﾌﾟﾚﾐｱﾓｰﾄﾞ,515,業務委託売上,,合計,576000,0,96000,672000
2178,ﾌﾟﾚﾐｱﾓｰﾄﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
2180,極楽湯,515,業務委託売上,6866,極楽湯,1462500,0,239318,1701818
2180,極楽湯,515,業務委託売上,,合計,1462500,0,239318,1701818
2180,極楽湯,515,業務委託売上,,差額(科目 - 合計),,,,0
2182,翔泳社,515,業務委託売上,6760,翔泳社,600000,0,100000,700000
2182,翔泳社,515,業務委託売上,,合計,600000,0,100000,700000
2182,翔泳社,515,業務委託売上,,差額(科目 - 合計),,,,0
2183,ｴｽｶｰﾀﾞ,515,業務委託売上,6872,ｴｽｶｰﾀﾞ,1271754,0,210447,1482201
2183,ｴｽｶｰﾀﾞ,515,業務委託売上,,合計,1271754,0,210447,1482201
2183,ｴｽｶｰﾀﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
2184,ﾃﾞﾙﾀ,515,業務委託売上,6893,Delta Values,1584000,0,264000,1848000
2184,ﾃﾞﾙﾀ,515,業務委託売上,,合計,1584000,0,264000,1848000
2184,ﾃﾞﾙﾀ,515,業務委託売上,,差額(科目 - 合計),,,,0
2185,GMOｿﾘｭｰｼｮﾝﾊﾟｰﾄﾅｰ,515,業務委託売上,6880,GMOｿﾘｭｰｼｮﾝﾊﾟｰﾄ,1008000,0,168000,1176000
2185,GMOｿﾘｭｰｼｮﾝﾊﾟｰﾄﾅｰ,515,業務委託売上,,合計,1008000,0,168000,1176000
2185,GMOｿﾘｭｰｼｮﾝﾊﾟｰﾄﾅｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
2188,ﾑｰﾐﾝ物語,515,業務委託売上,6934,ﾑｰﾐﾝ物語,356400,0,0,356400
2188,ﾑｰﾐﾝ物語,515,業務委託売上,,合計,356400,0,0,356400
2188,ﾑｰﾐﾝ物語,515,業務委託売上,,差額(科目 - 合計),,,,0
2189,ｲﾝﾌｫﾃｯｸ,515,業務委託売上,6935,ｲﾝﾌｫﾃｯｸ,648000,0,213600,861600
2189,ｲﾝﾌｫﾃｯｸ,515,業務委託売上,,合計,648000,0,213600,861600
2189,ｲﾝﾌｫﾃｯｸ,515,業務委託売上,,差額(科目 - 合計),,,,0
2190,A.T.ｶｰﾆｰ,515,業務委託売上,6845,ATｶｰﾆｰ,300000,0,50000,350000
2190,A.T.ｶｰﾆｰ,515,業務委託売上,,合計,300000,0,50000,350000
2190,A.T.ｶｰﾆｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
2191,協和,515,業務委託売上,6942,協和,3834921,0,703132,4538053
2191,協和,515,業務委託売上,,合計,3834921,0,703132,4538053
2191,協和,515,業務委託売上,,差額(科目 - 合計),,,,0
2192,みんなのﾀｸｼｰ,515,業務委託売上,6933,みんなのﾀｸｼｰ,2178300,0,352100,2530400
2192,みんなのﾀｸｼｰ,515,業務委託売上,,合計,2178300,0,352100,2530400
2192,みんなのﾀｸｼｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
2194,ｿﾌﾄﾌﾞﾚｰﾝ,515,業務委託売上,6956,ｿﾌﾄﾌﾞﾚｰﾝ,726500,0,0,726500
2194,ｿﾌﾄﾌﾞﾚｰﾝ,515,業務委託売上,,合計,726500,0,0,726500
2194,ｿﾌﾄﾌﾞﾚｰﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
2195,ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ,515,業務委託売上,6957,ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ,3132000,0,522000,3654000
2195,ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ,515,業務委託売上,,合計,3132000,0,522000,3654000
2195,ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
2196,C2S CREATIVE,515,業務委託売上,6958,C2S CREATEIVE,2202085,0,277374,2479459
2196,C2S CREATIVE,515,業務委託売上,,合計,2202085,0,277374,2479459
2196,C2S CREATIVE,515,業務委託売上,,差額(科目 - 合計),,,,0
2197,CACｸﾛｱ,515,業務委託売上,6959,CACｸﾛｱ,784000,0,0,784000
2197,CACｸﾛｱ,515,業務委託売上,,合計,784000,0,0,784000
2197,CACｸﾛｱ,515,業務委託売上,,差額(科目 - 合計),,,,0
2198,ﾊｼﾓﾄ薬局,515,業務委託売上,6967,ﾊｼﾓﾄ薬局,1302891,0,0,1302891
2198,ﾊｼﾓﾄ薬局,515,業務委託売上,,合計,1302891,0,0,1302891
2198,ﾊｼﾓﾄ薬局,515,業務委託売上,,差額(科目 - 合計),,,,0
2199,日本皮膚科学会,515,業務委託売上,6972,日本皮膚科学会,1770000,0,0,1770000
2199,日本皮膚科学会,515,業務委託売上,,合計,1770000,0,0,1770000
2199,日本皮膚科学会,515,業務委託売上,,差額(科目 - 合計),,,,0
4210,2部1G,515,業務委託売上,9996,ｱﾄﾗｸｽその他,159618193,0,0,159618193
4210,2部1G,515,業務委託売上,,合計,159618193,0,0,159618193
4210,2部1G,515,業務委託売上,,差額(科目 - 合計),,,,0
4220,2部2G,515,業務委託売上,9996,ｱﾄﾗｸｽその他,379738904,0,0,379738904
4220,2部2G,515,業務委託売上,,合計,379738904,0,0,379738904
4220,2部2G,515,業務委託売上,,差額(科目 - 合計),,,,0
4310,2部3G,515,業務委託売上,9996,ｱﾄﾗｸｽその他,243385753,0,0,243385753
4310,2部3G,515,業務委託売上,,合計,243385753,0,0,243385753
4310,2部3G,515,業務委託売上,,差額(科目 - 合計),,,,0
4421,POJ営業人事,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,19854950,0,3273000,23127950
4421,POJ営業人事,515,業務委託売上,,合計,19854950,0,3273000,23127950
4421,POJ営業人事,515,業務委託売上,,差額(科目 - 合計),,,,0
4422,POJ営業報酬,515,業務委託売上,6190,ﾌﾟﾙﾃﾞﾝｼｬﾙ生命,7881000,0,1676000,9557000
4422,POJ営業報酬,515,業務委託売上,,合計,7881000,0,1676000,9557000
